"sampleid","y","x"
"AR 19-2012","34.66275",-92.12619
"AR 20-2012","34.66691",-92.012947
"AR 21-2012","34.99023",-92.521713
"AR 22-2012","33.47475",-91.245026
"AR 23-2012","36.20816",-93.016876
"AR 24-2012","34.91122",-92.501579
"CA 34-2012","33.08327",-116.96105
"CA 35-2012","33.47396",-117.0277
"CA 36-2012","33.44556",-116.85839
"CA 37-2012","33.31723",-117.02754
"CA 38-2012","33.66949",-116.30785
"CA 39-2012","33.3182",-117.04174
"CA 40-2012","33.18385",-117.19459
"CA 45-2012","33.20887",-117.1624
"CA 46-2012","33.23829",-117.17894
"CA 48-2012","33.505",-117.00365
"CO 04-2012","39.53135",-107.68156
"CO 05-2012","39.52632",-107.64048
"FL 01-2012","27.83419",-81.816803
"FL 02-2012","27.8662",-82.666908
"FL 04-2012","30.1969",-85.631706
"FL 05-2012","30.52827",-87.38826
"FL 06-2012","30.53269",-84.759857
"FL 07-2012","27.83341",-81.867996
"FL 08-2012","30.61694",-85.11512
"FL 09-2012","27.96667",-82.200188
"FL 10-2012","27.95008",-82.300034
"FL 11-2012","28.36678",-82.250198
"FL 12-2012","30.47209",-85.660767
"FL 13-2012","28.41671",-82.250168
"FL 14-2012","30.27352",-85.257431
"FL 16-2012","30.28338",-85.235619
"FL 22-2012","29.72165",-84.988739
"FL 23-2012","30.43219",-87.298218
"FL 24-2012","30.62677",-87.020287
"GA 01-2012","32.23386",-83.810966
"GA 02-2012","31.55252",-82.117737
"GA 03-2012","31.60161",-82.260307
"GA 04-2012","32.9407",-82.147293
"GA 05-2012","31.88294",-83.450058
"GA 06-2012","32.19953",-82.044113
"GA 07-2012","33.8595",-83.201752
"GA 08-2012","31.00175",-82.950142
"GA 09-2012","31.22702",-83.024429
"GA 10-2012","33.08591",-83.203171
"GA 12-2012","31.60015",-83.300217
"GA 13-2012","31.03952",-83.054497
"GA 14-2012","31.08382",-83.092682
"GA 15-2012","31.19666",-82.284653
"GA 16-2012","31.62987",-82.217178
"GA 17-2012","32.04935",-82.542168
"GA 18-2012","31. 1159",-82.253563
"GA 19-2012","31.45709",-82.240471
"GA 20-2012","31.72109",-82.527092
"GA 21-2012","31.35118",-83.224411
"GA 22-2012","31.19648",-83
"GA 23-2012","31.48987",-84.246986
"GA 24-2012","31.4472",-82.270142
"HI 01-2012","21.5745",-158.10728
"HI 02-2012","21.35148",-157.76611
"HI 03-2012","21.57508",-158.14578
"HI 04-2012","21.91567",-159.50168
"HI 05-2012","21.96606",-159.39946
"HI 06-2012","19.61054",-155.94647
"HI 07-2012","20.92506",-156.51169
"IA 01-2012","41.57615",-90.644028
"IA 02-2012","40.74171",-94.806221
"IA 03-2012","42.1144",-93.145538
"IA 04-2012","43.06367",-93.484978
"ID 01-2012","34.75646",-116.94435
"ID 02-2012","42.55163",-113.72478
"ID 04-2012","44.24363",-116.98314
"ID 05-2012","43.76968",-116.961
"ID 06-2012","42.50399",-114.83453
"ID 07-2012","43.55577",-116.1199
"ID 08-2012","42.5385",-114.84798
"ID 09-2012","42.5533",-113.8127
"ID 11-2012","42.5499",-113.93258
"ID 13-2012","42.52839",-113.82983
"IL 10-2012","35.15527",-89.795525
"IL 11-2012","38.27324",-90.154449
"IL 1-2012","38.75111",-89.535278
"IL 12-2012","38.67166",-89.946945
"IL 13-2012","42.32027",-88.492226
"IL 14-2012","42.42916",-88.005272
"IL 15-2012","41.65527",-87.836945
"IL 2-2012","39.75587",-91.205132
"IL 3-2012","37.97645",-89.102013
"IL 4-2012","40.58787",-89.285393
"IL 5-2012","37.43384",-89.414711
"IL 6-2012","39.03848",-89.94207
"IL 7-2012","40.07133",-89.210022
"IL 8-2012","41.28576",-89.491287
"IL 9-2012","41.39669",-90.368317
"IN 01-2012","38.93535",-84.908493
"IN 02-2012","38.56676",-86.365669
"IN 03-2012","39.24292",-85.205956
"IN 04-2012","39.19543",-85.103973
"IN 05-2012","39.20639",-84.861969
"IN 06-2012","39.00124",-84.983215
"IN 07-2012","40.58182",-85.87812
"IN 08-2012","39.56603",-86.387939
"IN 09-2012","38.87936",-87.453979
"IN 10-2012","39.86488",-86.489449
"IN 11-2012","39.38313",-86.624321
"IN 12-2012","39.74056",-85.762718
"IN 13-2012","38.70831",-85.554916
"IN 14-2012","38.59273",-87.561058
"IN 15-2012","39.27852",-87.464142
"IN 16-2012","40.66415",-85.645988
"IN 17-2012","41.59342",-86.39106
"LA 01-2012","30.13613",-92.303307
"LA 02-2012","30.93342",-91.716682
"LA 03-2012","30.30002",-91.216721
"LA 04-2012","31.00015",-91.91671
"LA 05-2012","31.0035",-92.060158
"LA 06-2012","30.9335",-92.000252
"LA 07-2012","30.53356",-89.883415
"LA 08-2012","29.70025",-89.983345
"LA 09-2012","30.42874",-90.1707
"LA 10-2012","31.56301",-91.438141
"LA 11-2012","30.13609",-92.303238
"MA 10-2012","41.8889",-0.76883298
"MA 11-2012","41.89767",-70.909927
"MA 1-2012","41.77947",-70.780579
"MA 12-2012","42.32385",-71.67054
"MA 13-2012","42.42613",-71.513046
"MA 14-2012","42.05462",-71.94696
"MA 15-2012","42.19735",-71.357437
"MA 16-2012","41.80848",-71.139839
"MA 17-2012","42.16906",-71.642448
"MA 18-2012","42.31519",-71.270302
"MA 19-2012","41.89154",-70.76368
"MA 20-2012","42.24151",-71.353409
"MA 21-2012","42.29604",-71.321678
"MA 2-2012","41.88847",-70.760941
"MA 22-2012","42.60579",-72.739372
"MA 23-2012","41.89001",-70.76059
"MA 24-2012","41.80848",-71.139839
"MA 3-2012","41.93283",-70.566139
"MA 4-2012","42.04835",-71.72982
"MA 5-2012","42.38378",-71.353889
"MA 6-2012","42.16093",-71.713112
"MA 7-2012","41.98723",-70.91008
"MA 8-2012","42.12229",-71.643631
"MA 9-2012","42.08506",-71.402672
"MD 01-2012","39.58322",-76.743088
"MD 02-2012","39.46447",-76.845551
"MD 03-2012","39.41573",-76.553467
"MD 04-2012","38.44388",-76.820358
"MD 05-2012","39.06739",-76.673447
"MD 06-2012","38.34763",-75.470108
"MD 07-2012","38.34732",-75.466957
"MD 08-2012","38.5676",-75.785767
"MD 09-2012","38.34775",-75.458252
"MD 10-2012","39.31352",-77.112267
"MD 11-2012","39.64489",-76.33873
"MD 12-2012","39.47168",-76.203537
"MI 01-2012","42.69994",-85.458321
"MI 02-2012","43.00225",-83.872902
"MI 03-2012","43.4058",-84.121788
"MI 04-2012","43.74193",-85.705162
"MI 05-2012","43.68275",-85.438301
"MI 06-2012","43.32332",-84.44339
"MI 07-2012","42.09182",-86.402428
"MI 08-2012","3.41637",-82.673698
"MI 09-2012","42.8108",-86.164886
"MI 10-2012","43.70248",-83.114807
"MI 11-2012","43.03625",-83.875183
"MI 12-2012","43.30413",-83.010567
"MI 13-2012","42.77476",-85.016273
"MI 14-2012","42.85737",-85.197502
"MI 15-2012","42.49323",-84.592888
"MI 16-2012","43.4278",-84.955429
"MI 17-2012","43.41929",-84.986938
"MI 18-2012","42.32169",-83.238708
"MI 19-2012","43.60859",-82.913254
"MI 20-2012","43.2967",-83.057419
"MI 21-2012","41.99003",-86.250427
"MI 22-2012","42.74142",-84.98568
"MI 23-2012","42.04713",-86.1996
"MI 24-2012","42.42883",-86.248413
"NC 01-2012","78.86919",-34.2267
"NC 02-2012","35.23866",-79.77755
"NC 17-2012","36.20071",-79.109467
"NC 21-2012","79.70453999999999",-35.58992
"NC 24-2012","35.81915",-79.667107
"ND 01-2012","46.52166",-101.25905
"ND 02-2012","48.41329",-100.03865
"ND 03-2012","48.4133",-100.03864
"ND 04-2012","47.30195",-101.95727
"ND 05-2012","46.61683",-97.616669
"ND 06-2012","46.88346",-98.416801
"ND 07-2012","48.39634",-99.874451
"ND 08-2012","48.41597",-102.99137
"ND 09-2012","48.30481",-98.874977
"ND 10-2012","48.3031",-99.397797
"ND 11-2012","48.62918",-100.38686
"ND 12-2012","48.5836",-75.249702
"ND 13-2012","48.71565",-100.36302
"ND 14-2012","47.93345",-97.333557
"ND 15-2012","48.43347",-98.166763
"ND 16-2012","46.65025",-97.416901
"ND 17-2012","97.50008",-97.500076
"ND 18-2012","48.41598",-102.99141
"ND 19-2012","46.55024",-99.600014
"ND 20-2012","46.8835",-98.050163
"ND 21-2012","48.3031",-99.397797
"ND 22-2012","100.9313",-47.81675
"ND 23-2012","47.81706",-100.93164
"ND 24-2012","47.68338",-98783504
"NJ 01 -2012","39.63125",-75.249702
"NJ 02-2012","40.46399",-74.57
"NJ 03-2012","40.91973",-74.384361
"NJ 04-2012","41.22861",-74.612312
"NJ 05-2012","40.85057",-74.205833
"NJ 06-2012","39.44416",-75.164757
"NJ 07-2012","39.39071",-74.81942
"NJ 08-2012","40.38199",-74.916138
"NJ 09-2012","39.65981",-74.816727
"NJ 10-2012","40.56441",-74.569443
"NJ 11-2012","38.99789",-74.891457
"NJ 12-2012","41.18595",-74.478577
"NJ 13-2012","39.50298",-74.602478
"NJ 14-2012","39.25941",-74.725761
"NJ 15-2012","40.48377",-74.862389
"NJ 16-2012","39.91605",-74.915863
"NJ 17-2012","40.67684",-74.620621
"NJ 18-2012","39.73638",-75.096542
"NJ 19-2012","40.01583",-74.217613
"NJ 20-2012","40.06786",-74.489357
"NJ 21-2012","39.49589",-74.863518
"NJ 22-2012","39.20327",-74.883217
"NJ 23-2012","40.31353",-74.080002
"NJ 24-2012","39.77205",-74.307968
"NY 01-2012","42.94159",-76.927147
"NY 02-2012","43.90358",-75.590767
"NY 03-2012","44.73312",-75.297997
"NY 04-2012","43.16812",-78.495987
"NY 05-2012","42.95059",-77.276947
"NY 06-2012","42.97702",-78.432899
"NY 07-2012","43.03243",-75.296326
"NY 08-2012","42.53421",-75.245857
"NY 09-2012","44.69474",-73.534691
"NY 10-2012","44.17786",-75.927681
"NY 11-2012","43.81762",-76.041275
"NY 12-2012","43.2702",-76.638962
"NY 13-2012","43.34958",-73.446785
"NY 14-2012","43.06688",-74.975983
"NY 15-2012","42.93149",-78.449272
"NY 16-2012","45.00098",-73.477959
"NY 17-2012","42.32523",-78.889908
"NY 18-2012","43.24628",-76.829491
"NY 19-2012","41.52927",-74.236954
"NY 22-2012","43.3776",-73.52919
"NY 23-2012","43.0796",-77.985519
"NY 24-2012","42.41579",-78.771721
"OH 01-2012","39.7944",-82.640991
"OH 02-2012","39.96982",-84.210938
"OH 07-2012","38.98133",-82.27327
"OK 01-2012","34.76671",-97.724869
"OK 02-2012","36.9408",-99.980087
"OK 05-2012","35.57016",-97.280457
"OK 15-2012","35.88131",-97.409195
"OK 17-2012","236.6378",-99.002167
"OK 21-2012","36.2398",-95.352226
"OK 24-2012","35.51411",-97.156693
"PA 01-2012","40.70171",-75.708076
"PA 03-2012","41.65395",-76.800461
"PA 08-2012","41.55345",-77.127357
"PA 11-2012","40.59259",-77.57869
"PA 14-2012","41.05728",-76.858849
"PA 15-2012","40.60093",-78.050217
"PA 18-2012","40.47558",-79.765099
"PA 19-2012","41.16286",-77.334976
"PA 20-2012","40.99683",-77.013733
"PA 22-2012","41.37435",-79.85273
"PA 24-2012","40.99928",-78.807747
"SD 01-2012","44.11586",-98.166428
"SD 02-2012","43.28102",-99.390877
"SD 03-2012","43.3015",-98.869118
"SD 04-2012","43.49711",-100.17085
"SD 05-2012","43.51022",-97.890083
"SD 06-2012","45.85789",-99.960258
"SD 07-2012","43.10751",-98.044212
"SD 08-2012","43.88831",-96.92379
"SD 09-2012","43.38944",-99.519279
"SD 10-2012","43.16706",-96.978279
"SD 11-2012","43.67644",-98.260483
"SD 12-2012","43.50348",-97.54583
"SD 13-2012","43.83878",-101.65652
"SD 14-2012","44.15673",-97.305618
"SD 15-2012","44.9446",-97.040031
"SD 16-2012","45.53284",-100.1462
"SD 17-2012","45.42418",-97.54583
"SD 18-2012","44.89309",-98.80233
"SD 19-2012","44.72038",-102.62913
"SD 20-2012","44.05019",-103.16555
"SD 21-2012","44.54418",-103.87336
"SD 22-2012","45.0382",-101.15651
"SD 23-2012","44.41894",-103.43501
"SD 24-2012","43.31814",-103.348
"TX 01-2012","33.54024",-101.6747
"TX 02-2012","34.10498",-98.570763
"TX 03-2012","29.78534",-95.315193
"TX 04-2012","30.81543",-96.801422
"TX 05-2012","31.01926",-97.224136
"TX 06-2012","31.1438",-97.317261
"TX 07-2012","31.14385",-97.317284
"TX 08-2012","33.12832",-96.337318
"TX 09-2012","33.25113",-96.305687
"TX 10-2012","33.70177",-95.899681
"UT 01-2012","38.5392",-109.54704
"UT 02-2012","41.77114",-111.81154
"UT 03-2012","41.84138",-111.82135
"UT 04-2012","41.9665",-111.97
"UT 05-2012","41.79247",-111.81008
"UT 06-2012","41.29174",-111.80028
"UT 07-2012","41.4017",-112.04583
"UT 08-2012","38.58673",-109.5652
"VA 02-2012","38.8216",-77.602303
"VA 05-2012","36.83475",-81.479233
"VA 06-2012","37.2237",-79.468201
"VA 09-2012","37.6587",-79.582497
"VA 10-2012","38.2493",-77.141701
"VA 12-2012","36.68",-78.654404
"VA 13-2012","35.70701",-76.4366
"VA 14-2012","37.02319",-81.850952
"VA 15-2012","38.0571",-78.999603
"VA 17-2012","37.2259",-77.438103
"VA 18-2012","36.94511",-81.002327
"VA 19-2012","36.8916",-76.176903
"VA 20-2012","37.2651",-78.337898
"VA 21-2012","37.0467",-78.821198
"VA 22-2012","37.09096",-79.788719
"VA 23-2012","37.5124",-77.844803
"WI 01-2012","42.76394",-88.43541
"WI 03-2012","43.75671",-87.714897
"WI 04-2012","44.49748",-88.192169
"WI 05-2012","43.63789",-87.753952
"WI 07-2012","43.25414",-88.069511
"WI 08-2012","42.89272",-89.589798
"WI 09-2012","43.29661",-88.854027
"WI 10-2012","43.15389",-89.807098
"WI 12-2012","43.11742",-89.592232
"WI 16-2012","42.8005",-89.131401
"WI 20-2012","43.33691",-90.385582
"WI 24-2012","43.29163",-87.96907
"WV 01-2012","38.77681",-80.554131
"WV 02-2012","40.34291",-80.536072
"WV 03-2012","38.95051",-81.547234
"WV 04-2012","39.27647",-78.628799
"WV 05-2012","38.47962",-82.027321
"WV 06-2012","38.36695",-82.479233
"WV 07-2012","37.33688",-81.201088
"WV 08-2012","37.82563",-82.233994
"WV 09-2012","37.79153",-81.174309
"WV 10-2012","38.21215",-82.440468
"WV 11-2012","37.85846",-80.858711
"WV 12-2012","38.19988",-80.851852
"WV 13-2012","38.74188",-79.346573
"WV 14-2012","39.21698",-79.897423
"WV 15-2012","38.96965",-79.501709
"WV 16-2012","39.38927",-77.889687
"WV 17-2012","39.14359",-79.593086
"WV 18-2012","39.1092",-80.407623
"WV 19-2012","38.66443",-79.364853
"WV 20-2012","39.06818",-78.580383
"WV 21-2012","37.65109",-80.495407
"WV 22-2012","38.17688",-80.68116
"WV 23-2012","39.11589",-80.874039
"WV 24-2012","39.51138",-79.997498
"CA 02-2012","37.13931",-120.20207
"CA 03-2012","39.62484",-121.83425
"CA 04-2012","36.33848",-19.229708
"CA 05-2012","37.22444",-120.19941
"CA 06-2012","37.09194",-120.0746
"CA 07-2012","37.14006",-120.17502
"CA 08-2012","37.70823",-120.79391
"CA 09-2012","37.07986",-120.4607
"CA 10-2012","40.55967",-122.23859
"CA 11-2012","37.10342",-120.34152
"CA 14-2012","32.79398",-115.19801
"CA 15-2012","37.11282",-120.32937
"CA 17-2012","36.72798",-120.60246
"CA 18-2012","32.82177",-115.53989
"CA 20-2012","32.81065",-115.18514
"CA 21-2012","37.11282",-120.32937
"CA 22-2012","32.91072",-115.53714
"CA 24-2012","32.90265",-115.56289
"CA 25-2012","33.29065",-116.9826
"CA 26-2012","40.3026",-122.38943
"CA 27-2012","39.62484",-121.83425
"CA 28-2012","39.79748",-122.13748
"CA 29-2012","40.25243",-122.44086
"CA 31-2012","39.663",-121.80556
"CA 41-2012","38.44654",-121.94013
"CA 43-2012","38.54121",-121.90322
"CA 47-2012","39.70852",-122.00368
"CO 02-2012","37.4696",-105.77973
"CO 10-2012","39.73011",-107.02377
"CO 11-2012","38.40588",-107.89505
"CO 15-2012","37.37131",-105.90155
"CO 16-2012","38.49369",-107.9249
"CO 18-2012","37.42487",-105.94207
"CO 21-2012","37.48475",-105.82048
"CO 23-2012","37.4151",-106.01139
"FL 15-2012","28.5836",-81.983521
"FL 17-2012","28.36676",-82.150253
"HI 08-2012","19.68228",-155.37192
"HI 09-2012","19.243",-155.10243
"HI 10-2012","20.79772",-156.94936
"HI 11-2012","20.6476",-156.09224
"HI 12-2012","20.68333",-156.44032
"HI 13-2012","19.54499",-155.10986
"HI 14-2012","21.18772",-156.97913
"HI 15-2012","21.1252",-157.07858
"HI 16-2012","21.05283",-156.87685
"HI 17-2012","19.26325",-154.54143
"HI 19-2012","19.68226",-155.37166
"HI 20-2012","9.3026",-154.55875
"HI 21-2012","21.91514",-159.51358
"HI 22-2012","22.1205",-159.21416
"HI 23-2012","19.25509",-155.12903
"HI 24-2012","19.66108",-155.01527
"IA 05-2012","41.03407",-95.713028
"IA 06-2012","41.81757",-93.366318
"IA 07-2012","40.76802",-95.4347
"IA 08-2012","41.06594",-95.765442
"IA 09-2012","42.37355",-92.76712
"IA 10-2012","34.1099",-117.8263
"IA 11-2012","40.76802",-95.4347
"IA 12-2012","41.96659",-92.318703
"IA 13-2012","40.98543",-91.682091
"IA 14-2012","42.95805",-91.611839
"IA 15-2012","41.22813",-92.688553
"IA 16-2012","41.4925",-93.713097
"IA 17-2012","41.43835",-93.511017
"IA 18-2012","41.29869",-93.08577
"IA 19-2012","41.23117",-92.629211
"IA 20-2012","41.82618",-91.833443
"IA 21-2012","41.50027",-93.729729
"IA 22-2012","41.5443",-93.824013
"IA 23-2012","41.59919",-92.790993
"IA 24-2012","41.51786",-94.008408
"IL 16-2012","42.31722",-90.223053
"IL 17-2012","42.06166",-89.989441
"IL 18-2012","40.79416",-89.779999
"IL 19-2012","40.93555",-87.864441
"IL 20-2012","39.87722",-88.955833
"IL 21-2012","39.87722",-88.86277
"IL 22-2012","40.21055",-89.92305
"IL 23-2012","1.88081",-88.557404
"IL 24-2012","38.87231",-88.330711
"IN 18-2012","40.44274",-86.948929
"IN 19-2012","40.4046",-86.928268
"IN 20-2012","38.81403",-86.17746
"IN 21-2012","38.81412",-86.173798
"IN 22-2012","38.84332",-86.225945
"IN 23-2012","39.50153",-86.125137
"IN 24-2012","39.75824",-85.911453
"LA 12-2012","32.45014",-93.600021
"LA 13-2012","32.45003",-93.616798
"LA 14-2012","32.43341",-93.600212
"LA 15-2012","29.97744",-90.385574
"LA 16-2012","30.48544",-91.084137
"LA 17-2012","32.31448",-92.127426
"LA 18-2012","30.38126",-90.899315
"MD 13-2012","38.08853",-76.815132
"MD 14-2012","38.40117",-76.827263
"MD 15-2012","38.36908",-76.634903
"MD 16-2012","39.3773",-76.42392
"MD 17-2012","39.21899",-76.717728
"MD 18-2012","39.1629",-76.94384
"MD 19-2012","39.15651",-76.856087
"MD 20-2012","39.44388",-76.383179
"MD 21-2012","39.37057",-76.3657
"MD 22-2012","39.70994",-76.666733
"MD 23-2012","39.20835",-76.159912
"MD 24-2012","39.68912",-75.90551
"MN 10-2012","45.23889",-93.369919
"MN 11-2012","44.19032",-92.497765
"MN 1-2012","44.93796",-94.478798
"MN 12-2012","45.59372",-93.308998
"MN 13-2012","47.76061",-96.266449
"MN 14-2012","45.89615",-94.135818
"MN 15-2012","45.71422",-94.292938
"MN 16-2012","46.60478",-94.389503
"MN 17-2012","46.05616",-94.604622
"MN 18-2012","47.50076",-96.273521
"MN 19-2012","48.17647",-96.183029
"MN 20-2012","44.00753",-94.749229
"MN 21-2012","46.26541",-95.606888
"MN 2-2012","44.41464",-93.1987
"MN 22-2012","48.11882",-96.218918
"MN 23-2012","45.30962",-94.668381
"MN 24-2012","48.84086",-95.875603
"MN 3-2012","44.43004",-93.957481
"MN 4-2012","48.07359",-96.157806
"MN 5-2012","43.91798",-92.575089
"MN 6-2012","47.49263",-96.194939
"MN 7-2012","43.77976",-92.252563
"MN 8-2012","45.98561",-92.740593
"MN 9-2012","47.74293",-94.55043
"NC 07-2012","5.55374",-76.384262
"OK 03-2012","36.21098",-96.119057
"OK 04-2012","34.68881",-96.05098
"OK 06-2012","36.01364",-95.96933
"OK 07-2012","33.97561",-94.818871
"OK 08-2012","34.05284",-94.769386
"OK 09-2012","36.13994",-96.891258
"OK 10-2012","33.96156",-95.116325
"OK 11-2012","35.93092",-95.672173
"OK 12-2012","35.5752",-98.113197
"OK 13-2012","34.61931",-98.54023
"OK 14-2012","34.00114",-95.2584
"OK 16-2012","34.35847",-98.393936
"OK 18-2012","35.16082",-97.527473
"OK 19-2012","34.4788",-99.19384
"OK 20-2012","36.35105",-95.491714
"OK 22-2012","36.26344",-96.478668
"OK 23-2012","35.99745",-96.062927
"PA 02-2012","41.31692",-76.027016
"PA 04-2012","40.5525",-79.534851
"PA 05-2012","40.59877",-78.520187
"PA 06-2012","40.96593",-76.568848
"PA 07-2012","40.50961",-78.819237
"PA 09-2012","40.19034",-79.768944
"PA 10-2012","40.55831",-75.819283
"PA 12-2012","40.09348",-76.846809
"PA 13-2012","40.05033",-77.19648
"PA 16-2012","40.07957",-78.503342
"PA 17-2012","41.33371",-77.042801
"PA 21-2012","40.28095",-75.417923
"PA 23-2012","40.03056",-76.617104
"TN 01-2012","35.58094",-84.261353
"TN 02-2012","36.4169",-86.305527
"TN 03-2012","35.32756",-84.483864
"TN 04-2012","35.21133",-89.936394
"TN 05-2012","36.27886",-84.146904
"TN 06-2012","36.61432",-85.112228
"TN 07-2012","35.26872",-89.423912
"TN 08-2012","35.34448",-89.625084
"TN 09-2012","35.39098",-84.836311
"TN 10-2012","35.01402",-89.623596
"TN 11-2012","36.12061",-86.638573
"TN 12-2012","35.66655",-84.138969
"TN 13-2012","35.98071",-86.856956
"TN 14-2012","36.29357",-88.664787
"TN 15-2012","36.03194",-85.030891
"TN 16-2012","35.92472",-88.128792
"TN 17-2012","35.79445",-88.089607
"TN 18-2012","35.65972",-84.864227
"TN 19-2012","36.42571",-82.25872
"TN 20-2012","36.06083",-83.363663
"TN 21-2012","36.05647",-84.254799
"TN 22-2012","35.7649",-84.082565
"TN 23-2012","36.44695",-86.299759
"TN 24-2012","35.81891",-85.415543
"TX 11-2012","30.29196",-96.03064
"TX 12-2012","30.30002",-94.283363
"TX 13-2012","28.60682",-98.786713
"TX 14-2012","29.50808",-95.250671
"TX 15-2012","9.048140999999999",-98.98259
"TX 16-2012","29.19223",-99.016922
"TX 17-2012","31.41859",-94.161697
"TX 18-2012","32.15574",-94.339813
"TX 19-2012","29.19982",-95.397575
"TX 20-2012","29.18225",-95.434891
"TX 21-2012","30.49217",-95.079903
"TX 22-2012","31.80989",-106.40579
"TX 23-2012","31.47595",-106.15517
"TX 24-2012","30.026",-94.581154
"UT 09-2012","37.7613",-111.61337
"UT 10-2012","40.08375",-111.73157
"UT 11-2012","40. 0856",-111.69796
"UT 12-2012","40.43584",-111.91189
"UT 13-2012","40.4656",-111.7629
"UT 14-2012","40.75974",-111.85804
"UT 15-2012","40.75985",-111.85775
"UT 16-2012","40.59358",-112.36851
"UT 17-2012","40.11955",-111.60907
"UT 18-2012","39.50617",-112.37188
"UT 19-2012","39.25731",-112.65271
"UT 20-2012","39.38223",-112.59358
"UT 21-2012","39.3856",-112.60658
"UT 22-2012","37.10289",-113.50974
"UT 23-2012","37.24503",-113.28862
"UT 24-2012","37.28725",-109.56663
"WI 02-2012","42.89799",-88.397003
"WI 11-2012","42.96023",-88.161392
"WI 13-2012","43.30217",-90.728027
"WI 15-2012","43.47952",-89.789009
"WI 17-2012","42.66141",-87.849716
"WI 18-2012","42.50203",-89.164421
"WI 21-2012","42.92604",-88.327087
"AL 05-2013","32.66288",-85.44954
"AL 10-2013","34.48435",-87.85691
"AL 14-2013","32.38782",-86.23316
"AL 15-2013","34.86659",-86.53727
"AL 16-2013","34.74507",-87.04082
"AL 17-2013","34.02777",-85.87134
"AL 18-2013","33.39851",-86.68517
"AL 19-2013","34.66034",-86.07933
"AL 21-2013","34.67637",-86.81825
"AL 22-2013","32.4703",-85.05973
"AL 23-2013","32.29991",-86.19867
"AL 24-2013","34.30247",-86.75352
"AR 01-2013","36.31834",-92.08904
"AR 02-2013","34.17138",-93.02434
"AR 03-2013","35.33157",-93.16449
"AR 04-2013","35.0394",-91.52544
"AR 05-2013","34.42409",-93.23299
"AR 06-2013","34.74686",-92.09505
"AR 07-2013","33.6054",-91.25772
"AR 08-2013","34.91266",-92.53183
"AR 09-2013","34.50378",-93.17498
"AR 10-2013","35.22006",-90.29179
"AR 11-2013","35.98919",-94.3348
"AR 12-2013","36.10287",-90.34586
"AR 13-2013","35.72753",-90.46262
"AR 14-2013","35.33865",-91.40078
"AR 15-2013","34.03226",-94.38273
"AR 16-2013","34.09581",-93.06423
"AR 17-2013","36.45833",-93.07666
"AR 18-2013","36.49774",-93.70644
"AR 19-2013","35.335001",-94.32058
"AR 20-2013","34.844099",-92.17388
